external_id,eng_name,full_name,context,short_context,name_ko,short_name_ko
47087,U. Račić,Uroš Račić,Serbia,Serbia,,
2078,U. Spajić,Uroš Spajić,Serbia,Serbia,,
386,V. Aboubakar,Vincent Aboubakar,Cameroon,Cameroon,,
2692,V. Amiri,Vahid Amiri,Iran,Iran,,
183,V. Janssen,Vincent Janssen,Netherlands,Netherlands,,
15912,V. Nelsson,Victor Enok Nelsson,Denmark,Denmark,,
128478,W. Cheddira,Walid Cheddira,Morocco,Morocco,,
18836,W. Hennessey,Wayne Robert Hennessey,Wales,Wales,,
2954,W. Kechrida,Wajdi Kechrida,Tunisia,Tunisia,,
22102,W. Khazri,Wahbi Khazri,Tunisia,Tunisia,,
51032,W. Zimmerman,Walker Dwain Zimmerman,USA,USA,,
1580,William Carvalho,William Silva de Carvalho,Portugal,Portugal,,
135836,Y. Attiat-Allah,Yahya Attiat-Allah El Idrissi,Morocco,Morocco,,
2923,Y. Carrasco,Yannick Ferreira Carrasco,Belgium,Belgium,,
22254,Y. Fofana,Youssouf Fofana,France,France,,
36544,Y. Jabrane,Yahya Jabrane,Morocco,Morocco,,
1597,Y. Meriah,Yassine Meriah,Tunisia,Tunisia,,
2964,Y. Msakni,Youssef Msakni,Tunisia,Tunisia,,
1167,Y. Poulsen,Yussuf Yurary Poulsen,Denmark,Denmark,,
1264,Y. Sabaly,Youssouf Sabaly,Senegal,Senegal,,
13949,Y. Salas,Youstin Delfin Salas Gómez,Costa Rica,Costa Rica,,
13951,Y. Tejeda,Yeltsin Ignacio Tejeda Valverde,Costa Rica,Costa Rica,,
34504,Yoon Jong-Gyu,Jong-Gyu Yoon,Korea Republic,South Korea,,
243,Z. Aboukhlal,Zakaria Aboukhlal,Morocco,Morocco,,
