external_id,eng_name,full_name,context,short_context,name_ko,short_name_ko
105170,A. Douglas,Alex Raymond Douglas,Sweden,Lech Poznan,,
443810,A. Exarchos,A. Exarchos,,Olympiakos Piraeus,,
313941,A. Gaaei,Anton Gaaei,Denmark,Ajax,,
109,A. Golovin,Aleksandr Golovin,Russia,Monaco,,
14308,A. Grgić,Alen Grgić,Croatia,FC Noah,,
402524,A. Harrison,Adam Alan Harrison,England,Newcastle,,
560954,A. Hierro,A. Hierro,,Athletic Club,,
1534,A. Hüseynov,Abbas Hüseynov,Azerbaijan,Qarabag,,
314849,A. Husic,Anel Karim Husic,Switzerland,HNK Rijeka,,
20530,A. Jallow,Abdoulie Jallow,Gambia,Servette FC,,
48029,A. Jeremejeff,Alexander Thomas Jeremejeff,Sweden,Panathinaikos,,
313222,A. Kalogeropoulos,Alexandros Kalogeropoulos,Greece,Olympiakos Piraeus,,
422,A. Kutucu,Ahmed Kutucu,Türkiye,Galatasaray,,
30393,A. Lafont,Alban-Marc Lafont,France,Panathinaikos,,
443716,A. Liatsikouras,A. Liatsikouras,,Olympiakos Piraeus,,
446117,Á. Madarász,Ádám Madarász,Hungary,Ferencvarosi TC,,
409670,A. Malic,Arjan Malic,Slovenia,Sturm Graz,,
194539,A. Manaj,Arb Manaj,Kosovo,Drita,,
2074,A. Martynovich,Aleksandr Martynovich,Belarus,Kairat Almaty,,
322101,A. Memić,Amar Memić,Bosnia and Herzegovina,Plzen,,
313937,A. Mendy,Antoine Mendy,France,Nice,,
312,A. Meret,Alex Meret,Italy,Napoli,,
26292,A. Meyer,Alexander Niklas Meyer-Schade,Germany,Borussia Dortmund,,
39360,A. Mikkelsen,August Mikkelsen,Norway,Bodo/Glimt,,
323820,A. Mrynskiy,Aleksandr Mrynskiy,Kazakhstan,Kairat Almaty,,
318056,A. Murphy,Alex Murphy,Republic of Ireland,Newcastle,,
76975,A. Mustafić,Alen Mustafić,Bosnia and Herzegovina,Slovan Bratislava,,
307426,A. Nagalo,Adamo Nagalo,Burkina Faso,PSV Eindhoven,,
407032,A. Nallo,Amara Nallo,England,Liverpool,,
1062,A. Nedyalkov,Anton Mihaylov Nedyalkov,Bulgaria,Ludogorets,,
228,A. Obispo,Armando Obispo,Netherlands,PSV Eindhoven,,
515967,A. Ouazane,A. Ouazane,,Ajax,,
2355,A. Paschalakis,Alexandros Paschalakis,Greece,Olympiakos Piraeus,,
34525,A. Pešić,Aleksandar Pešić,Serbia,Ferencvarosi TC,,
456518,A. Ploshchadny,Aleksey Ploshchadny,Russia,FC Noah,,
334257,A. Ramazanov,Amin Ramazanov,Azerbaijan,Qarabag,,
20355,A. Ramsdale,Aaron Christopher Ramsdale,England,Newcastle,,
496769,A. Rexhaj,A. Rexhaj,,FC Basel 1893,,
544046,A. Rezek,A. Rezek,,Slavia Praha,,
319495,A. Sadybekov,Adilet Sadybekov,Kazakhstan,Kairat Almaty,,
162451,A. Salah-Eddine,Anass Salah-Eddine,Morocco,PSV Eindhoven,,
7525,A. Schlager,Alexander Schlager,Austria,Red Bull Salzburg,,
265528,A. Shirobokov,Aleksandr Shirobokov,Kazakhstan,Kairat Almaty,,
840,A. Sigurðsson,Arnór Sigurðsson,Iceland,Malmo FF,,
424637,A. Skogmar,Adrian Siam Skogmar,Sweden,Malmo FF,,
412873,A. Sliti,Aymen Sliti,Netherlands,Feyenoord,,
567973,A. Staff,A. Staff,,Eintracht Frankfurt,,
449683,A. Taho,Alain Taho,Albania,Inter,,
491103,A. Tape,Axel Tape-Kobrissa,France,Bayer Leverkusen,,
1271,A. Tchouaméni,Aurélien Djani Tchouaméni,France,Real Madrid,,
349,A. Terzić,Aleksa Terzić,Serbia,Red Bull Salzburg,,
204043,A. Theate,Arthur Nicolas Theate,Belgium,Eintracht Frankfurt,,
8777,A. Touba,Ahmed Touba,Algeria,Panathinaikos,,
675,A. Trubin,Anatolii Trubin,Ukraine,Benfica,,
490788,A. Tuyakbayev,Azamat Tuyakbayev,Kazakhstan,Kairat Almaty,,
72155,A. Ueda,Ayase Ueda,Japan,Feyenoord,,
347395,A. Vergara,Antonio Vergara,Italy,Napoli,,
568273,A. Vignaud,A. Vignaud,,Paris Saint Germain,,
355007,A. Yazıcı,Arda Yazıcı,Türkiye,Napoli,,
457339,A. Yirajang,Alasana Yirajang,Gambia,Slovan Bratislava,,
3406,A. Zambo Anguissa,André-Frank Zambo Anguissa,Cameroon,Napoli,,
111587,A. Zarutskiy,Aleksandr Zarutskiy,Kazakhstan,Kairat Almaty,,
449509,Abdulay Bah,Abdulai Juma Bah,Sierra Leone,Nice,,
162122,Adrià Alti,Adrià Altimira Reynaldos,Spain,Villarreal,,
543467,Adrian Perez,Adrian Perez,,Athletic Club,,
290045,Adrian Zeljković,Adrian Zeljković,Slovenia,Plzen,,
130262,Afonso Sousa,Afonso Gamelas de Pinho Sousa,Portugal,Lech Poznan,,
365988,Aidan Harris,Aidan Harris,England,Newcastle,,
183849,Aitor Paredes,Aitor Paredes Casamichana,Spain,Athletic Club,,
182519,Alberto Moleiro,Alberto Moleiro González,Spain,Villarreal,,
161928,Alejandro Balde,Alejandro Balde Martínez,Spain,Barcelona,,
332309,Alejandro Rego,Alejandro Rego Mora,Spain,Athletic Club,,
30510,Álex Berenguer,Alejandro Berenguer Remiro,Spain,Athletic Club,,
312468,Álex Padilla,Alejandro Padilla Pérez,Spain,Athletic Club,,
394712,Alexander Hutton,Alexander Hutton,Scotland,Rangers,,
337933,Alexei Rojas Fedorushchenko,Alexei Rojas Fedorushchenko,Colombia,Arsenal,,
394667,Almugera Raouf Mohammed Kabar,Almugera Raouf Mohammed Kabar,Germany,Borussia Dortmund,,
433395,Álvaro Cortés Moyano,Álvaro Cortés Moyano,Spain,Barcelona,,
393073,Amin Chiakha,Amin Chiakha,Denmark,FC Copenhagen,,
1314,Amir Rrahmani,Amir Rrahmani,Kosovo,Napoli,,
440428,Ander Izagirre,Ander Izagirre Cestona,Spain,Athletic Club,,
41560,Anderson Silva,Anderson Oliveira Silva,Brazil,Pafos,,
325717,André Luiz,André Luiz Inácio da Silva,Brazil,Olympiakos Piraeus,,
606267,Ange Lago,Ange Lago,,Marseille,,
